Date,Time,Source IP,Destination IP,Source Port,Destination Port
Jan,29,221.209.110.13,216.58.112.55,49612,1026
Jan,29,159.228.23.116,216.58.112.55,31105,1026
Jan,29,24.64.36.35,216.58.112.55,18666,1026
Jan,29,149.232.181.220,216.58.112.55,31105,1026
Jan,29,209.37.71.29,216.58.112.55,31105,1026
Jan,29,11.140.195.161,216.58.112.55,31105,1026
Jan,29,35.72.188.227,216.58.112.55,31105,1026
Jan,29,24.64.45.233,216.58.112.55,30504,1026
Jan,29,72.90.252.71,216.58.112.55,31105,1026
Jan,29,24.64.127.181,216.58.112.55,10005,1026
Jan,29,143.148.154.37,216.58.112.55,31105,1026
Jan,29,24.64.215.42,216.58.112.55,17748,1026
Jan,29,24.64.63.127,216.58.112.55,31549,1026
Jan,29,24.64.200.234,216.58.112.55,13017,1026
Jan,29,24.64.178.152,216.58.112.55,32192,1026
Jan,29,121.122.37.144,216.58.112.55,31105,1026
Jan,29,156.101.119.76,216.58.112.55,31105,1026
Jan,29,24.64.210.238,216.58.112.55,15664,1026
Jan,29,24.64.214.116,216.58.112.55,30173,1026
Jan,29,24.64.221.193,216.58.112.55,6907,1026
Jan,29,42.128.84.194,216.58.112.55,31105,1026
Jan,29,221.209.110.50,216.58.112.55,45269,1026
Jan,29,24.64.101.157,216.58.112.55,12502,1026
Jan,29,56.14.15.106,216.58.112.55,31105,1026
Jan,29,128.29.163.66,216.58.112.55,31105,1026
Jan,29,24.64.194.53,216.58.112.55,24005,1026
Jan,29,24.64.138.168,216.58.112.55,33188,1026
Jan,29,100.24.18.221,216.58.112.55,31105,1026
Jan,29,24.64.57.144,216.58.112.55,32235,1026
Jan,29,185.18.108.111,216.58.112.55,31105,1026
Jan,29,14.102.96.177,216.58.112.55,31105,1026
Jan,29,90.248.113.55,216.58.112.55,31105,1026
Jan,29,147.227.192.74,216.58.112.55,31105,1026
Jan,29,24.64.182.127,216.58.112.55,9516,1026
Jan,29,184.163.93.130,216.58.112.55,31105,1026
Jan,29,73.230.55.114,216.58.112.55,31105,1026
Jan,29,24.64.51.229,216.58.112.55,32132,1026
Jan,29,24.64.221.105,216.58.112.55,21406,1026
Jan,29,24.64.190.155,216.58.112.55,9675,1026
Jan,29,24.64.97.192,216.58.112.55,27527,1026
Jan,29,59.177.100.24,216.58.112.55,31105,1026
Jan,29,24.64.214.175,216.58.112.55,7843,1026
Jan,29,212.114.49.92,216.58.112.55,31105,1026
Jan,29,24.64.171.156,216.58.112.55,15437,1026
Jan,29,24.64.3.245,216.58.112.55,34624,1026
Jan,29,44.85.108.182,216.58.112.55,31105,1026
Jan,29,183.70.138.250,216.58.112.55,31105,1026
Jan,29,78.170.159.229,216.58.112.55,31105,1026
Jan,29,24.64.227.37,216.58.112.55,28874,1026
Jan,29,202.97.238.195,216.58.112.55,57815,1026
Jan,29,202.97.238.195,216.58.112.55,58683,1026
Jan,29,24.64.197.34,216.58.112.55,28868,1026
Jan,29,202.97.238.194,216.58.112.55,44632,1026
Jan,29,24.64.87.90,216.58.112.55,3641,1026
Jan,29,201.16.26.49,216.58.112.55,31105,1026
Jan,29,17.69.200.200,216.58.112.55,31105,1026
Jan,29,142.190.110.84,216.58.112.55,31105,1026
Jan,29,95.13.70.16,216.58.112.55,31105,1026
Jan,29,191.148.180.234,216.58.112.55,31105,1026
Jan,29,24.64.27.239,216.58.112.55,11605,1026
Jan,29,152.3.166.238,216.58.112.55,31105,1026
Jan,29,140.252.214.104,216.58.112.55,31105,1026
Jan,29,152.213.44.14,216.58.112.55,31105,1026
Jan,29,24.64.53.134,216.58.112.55,31525,1026
Jan,29,24.64.82.137,216.58.112.55,34462,1026
Jan,29,181.98.186.228,216.58.112.55,31105,1026
Jan,29,24.64.154.177,216.58.112.55,14129,1026
Jan,29,24.64.247.139,216.58.112.55,15653,1026
Jan,29,218.10.137.140,216.58.112.55,60255,1026
Jan,29,218.10.137.140,216.58.112.55,60256,1026
Jan,29,24.64.186.200,216.58.112.55,17879,1026
Jan,29,24.64.40.79,216.58.112.55,30355,1026
Jan,29,24.64.126.103,216.58.112.55,11314,1026
Jan,29,48.234.96.8,216.58.112.55,31105,1026
Jan,29,24.64.55.161,216.58.112.55,5640,1026
Jan,29,210.235.119.135,216.58.112.55,31105,1026
Jan,29,86.127.73.61,216.58.112.55,31105,1026
Jan,29,24.64.193.24,216.58.112.55,14179,1026
Jan,29,22.147.86.13,216.58.112.55,31105,1026
Jan,29,18.7.25.118,216.58.112.55,31105,1026
Jan,29,201.110.201.161,216.58.112.55,31105,1026
Jan,29,198.43.162.18,216.58.112.55,31105,1026
Jan,29,178.248.112.92,216.58.112.55,31105,1026
