Date,Time,Source IP,Destination IP,Source Port,Destination Port
Jan,29,78.53.64.123,216.58.112.55,35053,40686
Jan,29,78.53.64.123,216.58.112.55,35053,40686
Jan,29,78.53.64.123,216.58.112.55,35053,40686
Jan,29,67.82.213.195,216.58.112.55,21984,40686
Jan,29,24.174.141.170,216.58.112.55,41573,40686
Jan,29,86.150.137.160,216.58.112.55,13648,40686
Jan,29,203.173.191.14,216.58.112.55,35461,40686
Jan,29,72.74.229.181,216.58.112.55,50521,40686
Jan,29,75.117.31.43,216.58.112.55,61308,40686
Jan,29,72.129.201.114,216.58.112.55,59557,40686
Jan,29,64.56.143.6,216.58.112.55,2082,40686
Jan,29,59.100.237.219,216.58.112.55,4149,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,87.99.7.181,216.58.112.55,6348,40686
Jan,29,69.115.209.62,216.58.112.55,18019,40686
Jan,29,71.14.121.15,216.58.112.55,17145,40686
Jan,29,68.12.143.82,216.58.112.55,23960,40686
Jan,29,72.74.229.181,216.58.112.55,50521,40686
Jan,29,24.67.56.239,216.58.112.55,43311,40686
Jan,29,84.58.185.23,216.58.112.55,33634,40686
Jan,29,74.75.29.197,216.58.112.55,60863,40686
Jan,29,75.164.140.156,216.58.112.55,2209,40686
Jan,29,66.191.18.21,216.58.112.55,65397,40686
Jan,29,74.75.29.197,216.58.112.55,60863,40686
Jan,29,75.164.140.156,216.58.112.55,2209,40686
Jan,29,68.81.84.44,216.58.112.55,62410,40686
Jan,29,99.245.91.141,216.58.112.55,61381,40686
Jan,29,83.11.117.100,216.58.112.55,6346,40686
Jan,29,68.12.143.82,216.58.112.55,23960,40686
Jan,29,71.206.130.118,216.58.112.55,24439,40686
Jan,29,76.17.177.237,216.58.112.55,4226,40686
Jan,29,24.166.109.127,216.58.112.55,39765,40686
Jan,29,24.165.92.109,216.58.112.55,9541,40686
Jan,29,71.206.130.118,216.58.112.55,3134,40686
Jan,29,71.206.130.118,216.58.112.55,3135,40686
Jan,29,195.205.8.254,216.58.112.55,6346,40686
Jan,29,195.205.8.254,216.58.112.55,6346,40686
Jan,29,195.205.8.254,216.58.112.55,6346,40686
Jan,29,195.205.8.254,216.58.112.55,6346,40686
Jan,29,195.205.8.254,216.58.112.55,6346,40686
Jan,29,75.121.38.232,216.58.112.55,37293,40686
Jan,29,99.233.139.230,216.58.112.55,55119,40686
Jan,29,99.233.139.230,216.58.112.55,55119,40686
Jan,29,99.233.139.230,216.58.112.55,55121,40686
Jan,29,99.233.139.230,216.58.112.55,55121,40686
Jan,29,99.233.139.230,216.58.112.55,55119,40686
Jan,29,89.49.78.88,216.58.112.55,61731,40686
Jan,29,89.49.78.88,216.58.112.55,61731,40686
Jan,29,89.49.78.88,216.58.112.55,61731,40686
Jan,29,89.49.78.88,216.58.112.55,61731,40686
Jan,29,89.49.78.88,216.58.112.55,61731,40686
Jan,29,79.185.83.220,216.58.112.55,6346,40686
Jan,29,79.185.83.220,216.58.112.55,6346,40686
Jan,29,79.185.83.220,216.58.112.55,6346,40686
Jan,29,79.185.83.220,216.58.112.55,6346,40686
Jan,29,79.185.83.220,216.58.112.55,6346,40686
